"","ID","Age_2","Balance_2","Day_2","Duration_2","Campaign_2","Pdays_2","Previous_2","Y_2","Month_2","Education_2","Marital_2","Job_2","Default_2","Loan_2","Contact_2","Poutcome_2","Housing_2"
"50",144098,27,833,25,359,5,-1,0,1,6,2,1,9,1,1,2,4,1
"51",109519,51,1521,6,24,1,-1,0,1,6,1,2,4,1,1,3,4,1
"52",141687,33,1323,15,109,2,1,1,1,9,3,2,5,1,1,1,2,1
"53",103928,43,452,16,107,2,-1,0,1,5,2,2,5,1,1,3,4,2
"54",141798,26,125,6,63,1,1,7,1,10,2,1,1,1,1,1,1,1
"55",104178,42,0,19,131,2,-1,0,1,5,3,3,5,1,1,3,4,1
"56",130387,55,529,5,33,4,1,3,1,2,2,2,6,1,1,1,3,2
"57",115183,57,443,17,167,1,-1,0,1,7,1,2,8,1,1,2,4,1
"58",109242,41,4320,5,245,2,-1,0,1,6,2,2,1,1,1,3,4,2
"59",127030,53,1162,21,322,1,-1,0,1,11,2,1,8,1,1,1,4,2
"60",103855,35,1053,16,25,1,-1,0,1,5,2,2,8,1,1,3,4,2
"61",140342,22,1,15,263,4,-1,0,1,6,4,1,9,1,1,2,4,1
"62",108341,36,4543,2,252,5,-1,0,1,6,3,1,5,1,1,3,4,2
"63",107097,33,957,28,361,4,-1,0,1,5,3,2,1,1,1,3,4,2
"64",122236,36,1130,21,223,8,-1,0,1,8,2,2,10,1,1,1,4,1
"65",130332,34,788,5,269,1,-1,0,1,2,3,2,1,1,1,1,4,2
"66",138618,38,226,15,167,4,-1,0,1,5,2,3,2,1,1,1,4,2
"67",102970,45,2418,14,120,1,-1,0,1,5,1,2,3,1,1,3,4,2
"68",107521,28,6332,29,76,4,-1,0,1,5,2,1,8,1,1,3,4,2
"69",138671,26,0,15,23,8,-1,0,1,5,2,1,8,1,1,1,4,2
"70",115857,53,237,21,18,1,-1,0,1,7,2,2,10,1,1,2,4,2
"71",122432,37,42,22,99,2,-1,0,1,8,2,1,11,1,1,1,4,1
"72",121614,36,140,19,100,9,-1,0,1,8,2,1,10,1,1,1,4,2
"73",126308,30,196,20,68,1,1,4,1,11,3,2,5,1,1,1,3,1
"74",115160,42,5639,17,430,2,-1,0,1,7,2,2,2,1,1,1,4,2
"75",128980,47,0,30,127,2,2,8,1,1,2,3,11,1,2,1,3,1
"76",120582,54,-777,12,117,2,-1,0,1,8,2,2,10,1,2,1,4,1
"77",144087,26,696,24,22,1,-1,0,1,6,2,1,9,1,1,3,4,1
"78",125195,36,149,18,257,2,-1,0,1,11,3,3,7,1,1,1,4,1
"79",132513,20,4137,16,55,2,-1,0,1,4,4,1,9,1,1,2,4,2
"80",123693,46,568,28,51,4,-1,0,1,8,3,1,10,1,1,2,4,1
"81",104113,36,279,16,261,6,-1,0,1,5,2,2,8,1,1,3,4,1
"82",126253,35,867,20,298,2,1,3,1,11,3,2,5,1,1,1,2,2
"83",109609,40,2936,6,473,2,-1,0,1,6,2,1,8,1,1,3,4,1
"84",138297,32,-252,15,250,1,-1,0,1,5,3,1,5,1,1,1,4,2
"85",103124,60,751,14,115,3,-1,0,1,5,2,2,2,1,1,3,4,2
"86",128062,0,264,28,32,1,-1,0,1,1,1,2,2,1,2,1,4,2
"87",123975,36,4,29,159,2,-1,0,1,8,3,2,5,1,1,1,4,2
"88",136600,43,277,12,315,2,2,1,1,5,2,1,1,1,1,1,1,2
"89",105625,60,-46,23,132,2,-1,0,1,5,2,2,8,1,1,3,4,1
"90",129363,37,494,2,247,2,2,3,1,2,2,2,10,1,1,1,1,2
"91",144177,32,61,5,178,3,2,7,1,7,2,1,9,1,2,1,1,1
"92",105187,33,28,21,237,2,-1,0,1,5,3,1,5,1,1,3,4,2
"93",122643,57,0,22,527,6,-1,0,1,8,2,2,10,1,1,1,4,1
"94",128987,31,358,30,68,3,2,51,1,1,3,1,5,1,1,1,1,2
"95",136882,33,177,12,22,8,-1,0,1,5,2,2,10,1,2,1,4,2
"96",102638,44,3,13,443,1,-1,0,1,5,4,1,1,1,1,3,4,2
"97",120545,35,100,12,120,2,-1,0,1,8,3,2,5,1,1,1,4,1
"98",114675,42,843,15,226,3,-1,0,1,7,3,2,5,1,2,1,4,1
"99",128490,27,-209,29,128,1,-1,0,1,1,4,2,8,1,2,1,4,2
"100",103612,59,671,15,157,5,-1,0,1,5,2,1,5,1,2,3,4,2
"101",127938,52,98,28,103,1,2,2,1,1,2,2,10,1,1,1,1,2
"102",114643,52,-36,15,199,4,-1,0,1,7,2,2,3,2,2,1,4,1
"103",112316,28,-267,20,86,4,-1,0,1,6,2,1,2,1,1,3,4,2
"104",133376,32,2974,20,169,1,-1,0,1,4,3,1,5,1,1,1,4,2
"105",111750,50,17,20,189,2,-1,0,1,6,2,2,11,1,1,3,4,1
"106",137053,40,949,12,285,3,2,8,1,5,2,2,8,1,1,1,1,2
"107",138625,57,39,15,114,2,-1,0,1,5,2,2,5,1,1,1,4,2
"108",127452,0,1654,21,151,1,-1,0,1,11,3,2,5,1,2,1,4,1
"109",145229,23,993,27,409,1,1,4,1,10,3,1,11,1,1,1,2,1
"110",107722,42,1767,30,283,1,-1,0,1,5,3,2,5,1,1,3,4,2
"111",126326,31,1263,20,364,1,-1,0,1,11,2,2,10,1,1,1,4,2
"112",111912,46,296,20,205,4,-1,0,1,6,1,2,4,1,1,3,4,2
"113",132179,32,574,14,259,2,1,3,1,4,3,1,5,1,1,1,1,2
"114",140928,33,661,11,108,1,1,7,1,8,2,3,1,1,1,1,1,2
"115",106177,47,-1379,27,114,3,-1,0,1,5,3,2,5,1,1,3,4,2
"116",110563,56,654,16,62,2,-1,0,1,6,2,2,10,1,2,3,4,2
"117",115586,43,-50,18,30,2,-1,0,1,7,3,1,5,1,2,1,4,2
"118",122030,47,0,20,97,3,-1,0,1,8,2,2,4,1,1,1,4,1
"119",128332,41,2665,29,112,1,2,10,1,1,3,2,5,1,1,1,3,2
"120",107855,51,614,30,91,2,-1,0,1,5,2,2,5,1,2,3,4,2
"121",117019,30,297,25,218,1,-1,0,1,7,2,1,2,1,1,1,4,2
"122",144890,24,358,14,407,2,1,2,1,9,4,1,9,1,1,1,2,1
"123",134520,46,-582,5,245,4,2,9,1,5,3,2,10,1,1,1,3,2
"124",100898,0,305,7,275,6,-1,0,1,5,3,2,5,1,1,3,4,2
"125",108983,29,201,4,121,3,-1,0,1,6,2,3,1,1,1,3,4,2
"126",136812,41,1634,12,16,5,-1,0,1,5,2,3,1,1,2,1,4,2
"127",113625,42,0,9,236,1,-1,0,1,7,3,2,3,1,1,1,4,1
"128",102715,48,2218,13,43,2,-1,0,1,5,3,2,5,1,1,3,4,2
"129",140566,31,9629,3,67,2,-1,0,1,7,3,1,5,1,1,1,4,1
"130",122995,49,272,25,146,18,-1,0,1,8,2,2,1,1,2,2,4,1
"131",122821,0,0,25,342,5,-1,0,1,8,3,1,5,1,1,1,4,1
"132",120859,56,681,13,900,2,-1,0,1,8,4,2,1,1,1,1,4,1
"133",133659,34,322,20,10,3,-1,0,1,4,2,2,2,1,1,1,4,2
"134",107538,28,1086,29,128,2,-1,0,1,5,3,1,5,1,1,3,4,2
"135",120336,60,-240,11,152,6,-1,0,1,8,2,2,6,1,1,1,4,1
"136",105471,26,1570,23,81,1,-1,0,1,5,3,1,9,1,1,3,4,2
"137",106207,29,2776,27,233,1,-1,0,1,5,2,2,2,1,1,3,4,2
"138",101877,34,318,9,133,2,-1,0,1,5,3,1,5,1,1,3,4,2
"139",139163,29,922,18,72,1,-1,0,1,5,2,1,2,1,1,1,4,2
"140",130488,38,3132,5,304,1,-1,0,1,2,1,1,2,1,1,1,4,1
"141",106685,40,326,28,64,1,-1,0,1,5,3,1,5,1,1,3,4,2
"142",145084,35,172,11,4,1,2,2,1,10,4,3,2,1,1,3,3,1
"143",102312,29,330,12,88,2,-1,0,1,5,2,3,8,1,1,3,4,2
"144",118981,37,355,4,340,1,-1,0,1,8,3,2,5,1,1,1,4,1
"145",114579,31,23,14,77,3,-1,0,1,7,2,2,1,1,1,1,4,1
"146",111111,52,2801,17,311,2,-1,0,1,6,3,2,8,1,2,3,4,2
"147",122395,36,0,21,42,1,-1,0,1,8,2,1,10,1,1,1,4,1
"148",100752,38,221,6,211,2,-1,0,1,5,2,1,1,1,1,3,4,2
"149",141717,65,2756,23,1353,2,-1,0,1,9,3,3,5,1,1,1,4,1
"150",121672,41,240,19,290,2,-1,0,1,8,2,2,10,1,1,1,4,1
"151",101192,33,76,7,256,3,-1,0,1,5,3,1,5,1,1,3,4,2
"152",130245,46,594,4,197,2,-1,0,1,2,2,2,11,1,1,1,4,1
"153",107809,53,3911,30,63,2,-1,0,1,5,3,2,5,1,2,3,4,2
"154",126679,44,7876,20,212,1,1,2,1,11,2,2,10,1,1,1,1,2
"155",136876,35,10,12,357,1,2,4,1,5,2,1,1,1,2,1,1,1
"156",110497,43,1052,12,118,3,-1,0,1,6,3,3,5,1,1,3,4,1
"157",112628,54,0,3,188,1,-1,0,1,7,3,2,11,1,2,3,4,1
"158",102217,40,737,12,102,1,-1,0,1,5,1,3,2,1,2,3,4,2
"159",101419,36,0,8,338,2,-1,0,1,5,2,2,2,1,1,3,4,1
"160",144913,75,852,16,228,1,2,1,1,9,1,3,6,1,1,1,1,1
"161",139642,32,2340,26,94,1,1,2,1,5,3,1,10,1,1,1,2,1
"162",128951,45,44,30,250,2,1,1,1,1,2,3,3,1,2,1,3,1
"163",117144,54,3304,25,90,7,-1,0,1,7,1,2,4,1,2,1,4,1
"164",101024,30,542,7,435,2,-1,0,1,5,3,1,8,1,1,3,4,2
"165",110669,51,13292,16,1238,2,-1,0,1,6,1,2,4,1,1,3,4,1
"166",106795,27,2364,28,221,1,-1,0,1,5,2,1,2,1,1,3,4,2
"167",105830,30,-170,26,130,1,-1,0,1,5,2,2,1,1,2,3,4,2
"168",135147,38,638,6,90,2,-1,0,1,5,2,2,2,1,1,2,4,2
"169",108370,45,-158,2,91,1,-1,0,1,6,2,2,8,1,1,3,4,2
"170",125152,36,1655,18,155,2,-1,0,1,11,2,3,5,1,1,1,4,2
"171",115167,0,3760,17,262,1,-1,0,1,7,1,2,5,1,2,1,4,1
"172",104872,0,5,21,167,1,-1,0,1,5,1,2,2,1,1,3,4,2
"173",123345,43,46,27,63,8,-1,0,1,8,3,2,5,1,1,1,4,1
"174",107704,55,828,30,246,1,-1,0,1,5,1,2,2,1,1,3,4,2
"175",113550,35,2355,9,515,1,-1,0,1,7,2,2,10,1,1,1,4,2
"176",126149,54,0,19,307,3,-1,0,1,11,3,2,5,1,2,1,4,1
"177",134853,53,-488,6,207,1,2,1,1,5,2,2,7,1,1,1,1,2
"178",118392,47,404,31,125,7,-1,0,1,7,2,2,3,1,1,2,4,1
"179",116293,27,300,22,209,2,-1,0,1,7,1,2,2,1,2,1,4,1
"180",114966,31,127,16,122,1,-1,0,1,7,3,1,10,1,1,1,4,2
"181",142531,61,1761,7,334,3,-1,0,1,12,2,3,6,1,1,1,4,1
"182",112972,0,-241,7,337,4,-1,0,1,7,2,2,10,1,2,1,4,2
"183",137595,52,0,13,179,3,2,6,1,5,3,2,5,1,1,2,3,2
"184",104093,56,8318,16,428,2,-1,0,1,5,1,2,2,1,1,3,4,2
"185",123914,38,300,29,125,5,-1,0,1,8,2,2,10,1,1,1,4,1
"186",104525,40,1259,20,234,5,-1,0,1,5,2,2,10,1,1,3,4,1
"187",122764,48,0,25,110,3,-1,0,1,8,3,3,5,1,1,1,4,1
"188",144993,89,0,27,157,5,-1,0,1,9,1,2,6,1,1,2,4,1
"189",123368,52,1697,27,549,4,-1,0,1,8,2,2,10,1,2,1,4,1
"190",108269,31,0,2,147,1,-1,0,1,6,2,2,2,1,1,3,4,1
"191",114091,29,3527,10,171,5,-1,0,1,7,2,1,10,1,2,1,4,1
"192",120101,35,77,8,191,1,-1,0,1,8,1,2,4,1,1,1,4,1
"193",128003,52,370,28,144,1,2,2,1,1,4,2,10,1,1,1,1,2
"194",129619,27,924,3,84,1,-1,0,1,2,2,1,5,1,1,1,4,2
"195",127411,32,253,21,76,1,1,3,1,11,2,2,10,1,1,1,1,2
"196",111708,28,1331,19,267,2,-1,0,1,6,2,2,2,1,2,3,4,2
"197",103230,59,5678,14,238,2,-1,0,1,5,2,2,6,1,1,3,4,2
"198",120761,32,1732,12,140,4,-1,0,1,8,3,1,10,1,1,1,4,1
"199",102203,25,-454,12,24,1,-1,0,1,5,2,2,8,1,1,3,4,2
"200",101300,43,-7,8,70,1,-1,0,1,5,2,2,2,2,1,3,4,1
"201",125490,36,1434,18,379,1,-1,0,1,11,3,2,5,1,1,1,4,1
"202",141531,52,1423,4,384,1,1,1,1,9,2,2,10,1,1,2,3,1
"203",131832,24,5,7,66,1,2,1,1,4,2,1,1,1,1,1,1,1
"204",110289,25,-83,11,211,17,-1,0,1,6,1,2,2,1,1,3,4,2
"205",104217,27,374,19,188,2,-1,0,1,5,2,2,10,1,1,3,4,2
"206",137358,42,4253,13,146,1,-1,0,1,5,2,1,1,1,1,1,4,2
"207",127456,30,674,21,72,2,-1,0,1,11,1,2,7,1,1,1,4,2
"208",145043,26,1592,6,604,2,2,5,1,10,3,1,5,1,1,1,3,1
"209",133658,41,449,20,10,6,-1,0,1,4,1,2,2,1,1,1,4,2
"210",127254,30,274,21,105,5,1,2,1,11,2,2,10,1,2,1,1,2
"211",115990,43,307,21,145,2,-1,0,1,7,2,2,10,1,1,1,4,1
"212",115435,47,-185,18,84,2,-1,0,1,7,2,2,1,1,1,1,4,2
"213",113952,37,563,10,27,1,-1,0,1,7,2,2,2,1,1,2,4,2
"214",101881,35,198,9,471,2,-1,0,1,5,1,2,2,1,1,3,4,2
"215",135384,0,-271,7,406,1,-1,0,1,5,2,3,3,1,1,1,4,2
"216",101890,31,27,9,63,1,-1,0,1,5,2,2,1,1,2,3,4,1
"217",101895,42,479,9,391,2,-1,0,1,5,1,2,2,1,1,3,4,2
"218",109964,42,0,9,81,1,-1,0,1,6,2,2,10,1,1,3,4,1
"219",117685,44,2575,29,129,2,-1,0,1,7,2,2,10,1,2,1,4,2
"220",125315,49,0,18,32,2,-1,0,1,11,3,3,5,1,1,2,4,2
"221",105608,34,157,23,20,17,-1,0,1,5,1,2,2,1,1,3,4,2
"222",126446,32,658,20,173,2,-1,0,1,11,2,3,2,1,1,1,4,1
"223",145050,36,5007,8,135,3,2,4,1,10,3,1,1,1,1,1,1,2
"224",109848,35,2518,9,400,1,-1,0,1,6,3,2,10,1,1,3,4,1
"225",125695,45,1309,19,298,1,1,2,1,11,2,3,10,1,1,1,1,2
"226",102178,60,231,12,57,2,-1,0,1,5,4,2,2,1,1,3,4,2
"227",109721,36,0,6,149,1,-1,0,1,6,1,2,2,1,1,3,4,1
"228",101494,28,113,8,534,2,-1,0,1,5,1,2,2,1,1,3,4,2
"229",118513,58,55,31,119,8,-1,0,1,7,4,3,2,1,1,1,4,2
"230",106075,40,5880,26,125,6,-1,0,1,5,2,2,2,1,1,3,4,2
"231",124403,37,0,17,77,1,-1,0,1,11,3,2,10,1,1,1,4,2
"232",128020,59,524,28,166,2,-1,0,1,1,2,2,6,1,1,1,4,1
"233",101267,29,247,8,134,1,-1,0,1,5,2,1,10,1,1,3,4,2
"234",127870,59,8,28,56,1,-1,0,1,1,1,2,2,1,1,2,4,1
"235",119906,50,1064,8,31,2,-1,0,1,8,1,2,2,1,1,1,4,2
"236",102140,34,222,12,149,6,-1,0,1,5,2,2,10,1,1,3,4,2
"237",101690,35,89,8,166,3,-1,0,1,5,3,2,5,2,2,3,4,1
"238",112866,43,-796,7,190,4,-1,0,1,7,2,2,10,1,1,1,4,1
"239",127709,38,1257,21,64,6,-1,0,1,11,4,2,5,1,1,1,4,1
"240",131019,28,659,9,70,2,-1,0,1,2,2,1,1,1,1,1,4,1
"241",126503,33,0,20,232,1,-1,0,1,11,3,2,3,1,1,1,4,1
"242",133752,35,257,20,307,4,-1,0,1,4,2,2,10,1,2,1,4,2
"243",125729,49,1990,19,44,4,-1,0,1,11,4,2,8,1,1,1,4,2
"244",135025,30,411,6,457,1,2,1,1,5,1,1,8,1,1,1,3,2
"245",123191,30,7,26,75,4,-1,0,1,8,2,1,10,1,1,1,4,1
"246",112534,44,0,30,76,3,-1,0,1,6,2,2,1,2,2,3,4,1
"247",132728,34,642,17,351,1,-1,0,1,4,2,2,1,1,1,1,4,2
"248",103245,35,94,14,208,5,-1,0,1,5,2,2,10,1,2,3,4,2
"249",117338,0,293,28,148,2,-1,0,1,7,2,3,8,1,2,2,4,2
"250",132497,38,2084,16,71,2,2,2,1,4,3,2,7,1,1,1,1,2
"251",132921,24,-220,17,401,1,1,1,1,4,2,2,2,1,1,1,1,2
"252",126586,55,166,20,324,7,1,4,1,11,2,3,1,1,1,1,1,1
"253",132060,30,1418,13,185,2,-1,0,1,4,3,2,5,1,2,1,4,2
"254",140392,28,520,15,29,1,-1,0,1,6,2,1,1,1,1,1,4,2
"255",104306,30,0,19,199,1,-1,0,1,5,4,1,2,1,1,3,4,2
"256",141907,28,1579,14,122,3,-1,0,1,10,3,1,7,1,1,1,4,1
"257",100561,58,-11,6,112,1,-1,0,1,5,2,3,2,1,1,3,4,1
"258",118586,42,2219,31,548,2,-1,0,1,7,2,2,8,1,1,1,4,2
"259",138542,58,5431,15,327,3,2,1,1,5,1,2,2,1,2,1,1,2
"260",108032,35,1609,30,288,3,-1,0,1,5,2,1,10,1,1,3,4,2
"261",138941,50,433,18,47,4,-1,0,1,5,3,2,3,1,1,1,4,2
"262",133278,36,349,20,365,1,-1,0,1,4,2,2,2,1,1,1,4,2
"263",141635,62,383,10,276,1,-1,0,1,9,1,2,6,1,1,1,4,1
"264",128123,0,6,28,139,2,-1,0,1,1,3,3,5,1,1,1,4,2
"265",101005,33,442,7,463,1,-1,0,1,5,3,2,5,1,1,3,4,2
"266",133788,34,4248,20,627,5,-1,0,1,4,2,2,10,1,1,1,4,2
"267",127214,41,9935,21,49,1,-1,0,1,11,3,2,5,1,1,2,4,1
"268",115898,29,-453,21,213,1,-1,0,1,7,2,1,8,1,1,1,4,2
"269",125330,52,2257,18,102,2,2,1,1,11,2,2,8,1,1,2,1,2
"270",135589,29,2417,7,126,2,-1,0,1,5,3,2,5,1,1,1,4,2
"271",127501,41,748,21,94,7,1,3,1,11,2,1,1,1,1,2,3,1
"272",139467,31,2252,22,394,1,-1,0,1,5,2,1,8,1,1,1,4,1
"273",103636,51,4497,15,276,3,-1,0,1,5,1,2,2,1,1,3,4,2
"274",121415,45,4112,18,140,13,-1,0,1,8,3,2,5,1,1,1,4,1
"275",122360,34,197,21,274,4,-1,0,1,8,3,1,5,1,2,1,4,1
"276",118237,60,194,30,61,5,-1,0,1,7,2,2,6,1,2,1,4,1
"277",129712,43,5082,3,99,3,-1,0,1,2,3,2,5,1,1,1,4,1
"278",101199,47,117,7,113,2,-1,0,1,5,1,2,2,1,1,3,4,2
"279",108821,51,-92,4,28,4,-1,0,1,6,2,2,2,1,1,3,4,2
"280",124743,34,0,17,63,2,-1,0,1,11,2,1,11,1,1,1,4,1
"281",114570,36,1580,14,615,3,-1,0,1,7,1,2,2,1,1,1,4,2
"282",135638,50,1174,7,128,2,-1,0,1,5,3,2,5,1,1,1,4,2
"283",107651,27,-442,30,85,7,-1,0,1,5,4,2,2,1,1,3,4,2
"284",138203,30,637,15,69,5,-1,0,1,5,2,2,8,1,1,1,4,2
"285",127005,53,1203,21,6,7,-1,0,1,11,2,2,1,1,1,1,4,1
"286",114641,34,1005,15,274,3,-1,0,1,7,2,2,8,1,1,1,4,2
"287",139515,44,2981,22,106,1,1,2,1,5,2,2,10,1,2,1,1,2
"288",138270,27,1535,15,238,1,-1,0,1,5,1,2,2,1,1,1,4,2
"289",116339,46,0,23,122,1,-1,0,1,7,2,2,2,1,1,1,4,2
"290",124089,31,0,29,157,2,-1,0,1,8,2,1,10,1,1,1,4,1
"291",120050,59,0,8,124,4,-1,0,1,8,3,3,10,1,1,1,4,1
"292",136480,32,0,11,130,3,-1,0,1,5,1,2,2,1,1,1,4,2
"293",125912,46,1322,19,514,1,-1,0,1,11,2,2,10,1,2,1,4,2
"294",127203,44,1784,21,279,1,-1,0,1,11,4,3,5,1,2,1,4,1
"295",125381,34,1430,18,271,3,-1,0,1,11,2,2,2,1,2,1,4,2
"296",129845,38,351,4,112,1,2,3,1,2,2,2,3,1,1,1,1,2
"297",125628,35,315,19,70,1,-1,0,1,11,2,2,11,1,1,2,4,2
"298",127158,49,512,21,126,1,-1,0,1,11,1,2,2,1,2,1,4,2
"299",104342,41,713,19,78,1,-1,0,1,5,2,2,7,1,1,3,4,2
"300",133757,52,725,20,57,3,2,1,1,4,2,3,1,1,1,1,3,2
"301",127393,30,677,21,108,1,-1,0,1,11,2,1,8,1,1,1,4,2
"302",101784,40,108,9,93,1,-1,0,1,5,2,3,4,1,1,3,4,1
"303",118853,56,-736,31,258,8,-1,0,1,7,3,2,10,2,1,1,4,1
"304",130623,51,3640,5,295,6,-1,0,1,2,2,2,11,1,1,2,4,1
"305",105546,30,-108,23,216,1,-1,0,1,5,2,2,8,1,1,3,4,2
"306",104894,35,592,21,74,1,-1,0,1,5,2,2,2,1,1,3,4,2
"307",124933,39,2165,18,213,1,-1,0,1,11,1,2,7,1,1,1,4,2
"308",120855,31,170,13,458,2,-1,0,1,8,3,1,5,1,2,1,4,2
"309",109440,56,444,6,432,1,-1,0,1,6,1,2,8,1,1,3,4,2
"310",107183,34,34,29,333,3,-1,0,1,5,2,1,8,1,2,3,4,2
"311",103681,54,1439,15,809,3,-1,0,1,5,3,1,5,1,1,3,4,2
"312",136364,33,2366,11,249,1,2,2,1,5,2,2,2,1,1,1,1,2
"313",116511,29,163,23,586,2,-1,0,1,7,4,2,2,2,2,1,4,2
"314",142931,67,1287,2,511,1,-1,0,1,2,2,2,5,1,1,1,4,1
"315",121780,36,11,19,97,2,-1,0,1,8,2,3,1,1,1,1,4,1
"316",119010,37,2410,4,315,1,-1,0,1,8,1,2,4,1,1,1,4,1
"317",101611,38,0,8,92,3,-1,0,1,5,3,1,5,1,1,3,4,2
"318",109540,46,425,6,168,3,-1,0,1,6,2,2,2,1,1,3,4,2
"319",135578,43,703,7,96,3,2,1,1,5,2,2,12,1,1,1,1,2
"320",128580,28,882,29,94,1,2,2,1,1,3,1,5,1,2,1,1,1
"321",119936,35,181,8,130,4,-1,0,1,8,3,1,5,1,1,1,4,2
"322",104853,31,1025,20,72,3,-1,0,1,5,3,1,8,1,1,3,4,1
"323",132471,50,-197,16,125,2,-1,0,1,4,2,2,8,1,1,1,4,2
"324",102006,57,0,9,147,7,-1,0,1,5,2,2,5,1,1,3,4,2
"325",124627,53,200,17,182,3,-1,0,1,11,1,3,8,1,1,1,4,1
"326",118884,56,2796,31,39,3,-1,0,1,7,2,2,1,1,1,2,4,1
"327",136150,47,2548,11,577,1,2,1,1,5,2,2,2,1,1,1,3,2
"328",134035,33,1122,30,187,10,-1,0,1,4,3,2,5,1,1,1,4,1
"329",120285,46,2421,11,170,4,-1,0,1,8,3,2,7,1,1,1,4,1
"330",101815,54,785,9,86,2,-1,0,1,5,2,2,6,1,1,3,4,2
"331",110898,49,391,17,128,1,-1,0,1,6,3,2,5,1,1,3,4,1
"332",124226,34,8,5,6,1,-1,0,1,11,3,2,5,1,1,2,4,2
"333",100740,35,69,6,235,2,-1,0,1,5,2,2,1,1,2,3,4,2
"334",132797,31,8295,17,218,1,1,1,1,4,2,2,1,1,1,1,1,2
